date;etp;cmb;qin;qobs;w
21/08/2017;2.71;1.88;3.13;11.91;1
22/08/2017;3.11;0.00;2.46;10.65;1
23/08/2017;3.75;0.00;2.33;8.76;1
24/08/2017;3.48;0.00;2.74;7.57;1
25/08/2017;3.01;0.00;2.79;6.97;1
26/08/2017;3.02;0.00;2.54;6.96;1
27/08/2017;3.03;0.00;2.39;6.79;1
28/08/2017;3.81;0.00;2.37;6.46;1
29/08/2017;3.69;0.00;2.43;6.18;1
30/08/2017;4.11;0.00;3.19;5.99;1
31/08/2017;3.37;0.50;3.44;5.87;1
01/09/2017;3.79;0.00;3.64;6.31;1
02/09/2017;3.85;0.00;3.71;6.44;1
03/09/2017;3.49;0.13;3.63;6.46;1
04/09/2017;2.74;0.00;3.51;6.47;1
05/09/2017;3.32;0.00;3.42;6.39;1
06/09/2017;3.19;0.00;3.40;6.26;1
07/09/2017;3.35;0.00;3.39;6.17;1
08/09/2017;3.68;0.00;3.23;6.19;1
09/09/2017;3.96;0.00;3.25;6.07;1
10/09/2017;4.28;0.00;3.26;6.00;1
11/09/2017;3.98;0.00;3.30;5.90;1
12/09/2017;4.02;0.00;3.37;5.78;1
13/09/2017;4.31;0.00;3.37;5.71;1
14/09/2017;4.41;0.00;3.33;5.74;1
15/09/2017;4.72;0.00;3.38;5.57;1
16/09/2017;4.28;0.00;3.34;5.47;1
17/09/2017;4.51;0.00;3.28;5.44;1
18/09/2017;4.47;0.00;3.34;5.38;1
19/09/2017;4.02;0.00;3.35;5.30;1
20/09/2017;3.33;0.00;3.33;5.24;1
21/09/2017;3.99;0.00;3.31;5.21;1
22/09/2017;4.56;0.00;3.23;5.21;1
23/09/2017;5.12;0.00;3.18;5.13;1
24/09/2017;4.40;0.00;3.21;5.06;1
25/09/2017;3.03;0.00;3.25;5.06;1
26/09/2017;2.84;0.00;3.07;5.16;1
27/09/2017;3.89;0.25;3.04;5.13;1
28/09/2017;3.72;0.38;3.34;4.95;1
29/09/2017;3.73;5.88;3.33;5.02;1
30/09/2017;3.36;26.38;3.12;6.14;1
01/10/2017;3.70;3.38;3.29;10.37;1
02/10/2017;3.68;16.25;2.56;11.81;1
03/10/2017;2.85;1.00;2.55;10.85;1
04/10/2017;3.27;0.00;1.89;9.96;1
05/10/2017;4.80;0.00;1.49;7.29;1
06/10/2017;4.96;0.00;1.42;5.95;1
07/10/2017;3.36;3.63;1.43;5.22;1
08/10/2017;5.03;0.38;1.27;5.00;1
09/10/2017;5.07;0.00;1.12;4.89;1
10/10/2017;4.64;0.00;1.19;4.52;1
11/10/2017;4.64;2.75;2.52;4.15;1
12/10/2017;5.35;0.13;2.92;3.90;1
13/10/2017;4.83;0.00;3.79;5.58;1
14/10/2017;4.44;0.00;3.77;6.25;1
15/10/2017;4.81;0.00;4.03;6.84;1
16/10/2017;5.11;0.00;4.16;6.57;1
17/10/2017;5.28;0.00;4.05;6.62;1
18/10/2017;4.88;0.00;3.30;6.49;1
19/10/2017;5.83;0.00;3.03;6.19;1
20/10/2017;4.12;0.00;3.04;5.63;1
21/10/2017;3.28;0.00;3.05;5.47;1
22/10/2017;2.62;8.13;3.12;5.76;1
23/10/2017;3.76;2.13;3.23;6.12;1
24/10/2017;4.44;0.00;3.20;6.48;1
25/10/2017;3.10;4.13;3.26;6.23;1
26/10/2017;3.53;20.38;3.90;6.85;1
27/10/2017;3.59;13.88;3.05;10.84;1
28/10/2017;4.51;0.50;3.25;9.58;1
29/10/2017;4.56;0.00;2.83;9.25;1
30/10/2017;4.75;5.38;2.47;8.33;1
31/10/2017;4.55;0.88;3.06;7.24;1
01/11/2017;4.11;0.25;3.29;6.70;1
02/11/2017;4.88;0.00;3.32;6.48;1
03/11/2017;3.42;0.00;3.60;5.96;1
04/11/2017;2.96;13.75;3.36;5.78;1
05/11/2017;2.30;5.38;3.77;7.21;1
06/11/2017;3.55;0.00;3.83;9.39;1
07/11/2017;3.82;0.00;3.65;7.83;1
08/11/2017;3.80;0.00;3.49;7.19;1
09/11/2017;4.41;13.38;3.44;6.80;1
10/11/2017;5.50;7.63;2.92;7.77;1
11/11/2017;4.77;32.13;4.16;14.28;1
12/11/2017;4.41;0.00;2.81;24.00;1
13/11/2017;3.94;0.00;2.03;15.61;1
14/11/2017;4.18;0.00;1.79;9.40;1
15/11/2017;4.83;1.25;1.58;7.31;1
16/11/2017;5.06;17.25;1.58;6.12;1
17/11/2017;4.71;9.38;2.40;5.77;1
18/11/2017;4.82;6.88;2.68;6.68;1
19/11/2017;4.43;31.75;2.77;12.15;1
20/11/2017;3.98;0.00;4.04;18.83;1
21/11/2017;4.35;8.75;4.42;19.32;1
22/11/2017;3.54;9.38;4.17;15.23;1
23/11/2017;2.90;0.20;3.62;25.81;1
24/11/2017;4.11;0.00;2.45;22.44;1
25/11/2017;4.26;0.00;1.72;13.26;1
26/11/2017;3.58;0.25;1.42;8.86;1
27/11/2017;4.13;28.60;1.55;8.29;1
28/11/2017;4.44;0.13;2.17;11.45;1
29/11/2017;3.98;0.00;1.66;11.29;1
30/11/2017;3.50;3.70;1.35;8.32;1
01/12/2017;3.55;8.10;1.23;7.44;1
02/12/2017;4.33;0.00;1.17;6.92;1
03/12/2017;4.32;0.00;1.12;6.17;1
04/12/2017;4.42;0.38;1.05;5.68;1
05/12/2017;4.81;0.00;0.99;5.09;1
06/12/2017;5.17;5.35;1.28;4.66;1
07/12/2017;4.17;7.58;1.45;5.04;1
08/12/2017;4.77;2.23;2.07;4.78;1
09/12/2017;4.13;0.00;2.17;4.60;1
10/12/2017;4.09;0.00;2.15;4.87;1
11/12/2017;4.14;0.00;2.12;4.97;1
12/12/2017;3.50;0.00;2.01;4.59;1
13/12/2017;4.10;0.00;1.98;4.47;1
14/12/2017;4.65;0.00;1.97;4.16;1
15/12/2017;4.83;0.30;1.97;3.95;1
16/12/2017;4.50;1.00;2.05;3.79;1
17/12/2017;5.85;0.50;2.05;3.68;1
18/12/2017;5.51;5.80;2.52;4.27;1
19/12/2017;4.54;0.10;2.24;5.54;1
20/12/2017;4.23;0.10;2.32;5.84;1
21/12/2017;3.87;1.85;2.22;5.71;1
22/12/2017;4.15;3.85;2.27;6.56;1
23/12/2017;4.38;0.13;2.12;7.91;1
24/12/2017;4.41;1.48;1.98;7.35;1
25/12/2017;4.33;3.13;1.98;6.77;1
26/12/2017;5.46;5.50;1.92;6.68;1
27/12/2017;5.42;0.00;1.87;7.79;1
28/12/2017;4.63;0.00;1.83;7.08;1
29/12/2017;3.85;3.63;1.79;6.12;1
30/12/2017;3.41;15.60;2.17;7.77;1
31/12/2017;4.51;4.73;3.64;20.97;1
01/01/2018;5.06;1.35;5.33;74.11;1
02/01/2018;4.73;0.35;3.02;41.94;1
03/01/2018;4.57;0.25;2.13;23.08;1
04/01/2018;4.84;0.58;2.69;20.45;1
05/01/2018;4.59;0.00;2.10;19.71;1
06/01/2018;4.80;4.25;1.65;13.09;1
07/01/2018;4.67;39.95;2.70;11.39;1
08/01/2018;4.57;14.13;10.40;29.19;1
09/01/2018;4.65;0.73;7.33;45.45;1
10/01/2018;4.79;0.00;4.76;37.96;1
11/01/2018;4.14;20.10;3.04;26.65;1
12/01/2018;3.35;0.45;6.26;29.73;1
13/01/2018;4.22;2.38;4.46;34.19;1
14/01/2018;4.53;2.55;3.11;24.52;1
15/01/2018;4.29;2.13;2.94;16.89;1
16/01/2018;4.47;10.23;2.23;15.73;1
17/01/2018;4.36;3.08;1.97;14.60;1
18/01/2018;4.38;2.70;1.87;14.61;1
19/01/2018;4.31;4.33;1.76;11.00;1
20/01/2018;4.15;7.93;2.01;11.58;1
21/01/2018;4.29;1.28;2.09;16.98;1
22/01/2018;4.06;8.33;2.19;24.78;1
23/01/2018;4.23;13.93;2.59;15.26;1
24/01/2018;4.69;12.33;4.11;15.95;1
25/01/2018;5.50;0.35;6.70;18.32;1
26/01/2018;4.28;0.50;5.42;23.96;1
27/01/2018;3.86;0.00;3.49;18.61;1
28/01/2018;5.04;0.00;2.24;17.57;1
29/01/2018;4.73;4.25;1.79;13.74;1
30/01/2018;4.34;23.45;2.22;11.53;1
31/01/2018;5.15;0.10;3.92;16.85;1
01/02/2018;5.37;0.00;2.70;19.38;1
02/02/2018;4.48;0.25;2.12;14.76;1
03/02/2018;5.29;0.00;1.84;11.06;1
04/02/2018;4.18;0.00;1.64;9.27;1
05/02/2018;4.28;0.00;1.51;8.35;1
06/02/2018;4.33;0.30;1.43;7.60;1
07/02/2018;5.15;0.00;1.39;7.13;1
08/02/2018;5.29;0.10;1.33;6.81;1
09/02/2018;5.71;0.00;1.26;6.40;1
10/02/2018;4.63;19.70;1.33;6.24;1
11/02/2018;4.97;0.43;1.85;6.48;1
12/02/2018;5.61;0.10;1.82;7.11;1
13/02/2018;4.93;0.00;1.64;9.00;1
14/02/2018;4.67;0.10;1.42;7.20;1
15/02/2018;3.21;0.75;1.32;7.14;1
16/02/2018;3.55;0.00;1.27;6.81;1
17/02/2018;4.31;35.80;1.90;6.38;1
18/02/2018;3.86;49.93;9.40;7.54;1
19/02/2018;4.65;0.10;13.56;28.85;1
20/02/2018;5.00;3.78;4.81;41.05;1
21/02/2018;4.77;2.33;3.22;28.51;1
22/02/2018;4.40;0.00;2.58;17.58;1
23/02/2018;4.71;0.00;2.18;12.50;1
24/02/2018;4.30;0.00;1.91;9.74;1
25/02/2018;3.74;0.00;1.74;8.61;1
26/02/2018;4.16;18.50;1.61;8.12;1
27/02/2018;4.14;0.63;1.79;13.48;1
28/02/2018;4.10;2.35;2.19;16.24;1
01/03/2018;4.06;0.38;1.80;9.94;1
02/03/2018;4.06;8.18;1.65;8.24;1
03/03/2018;3.67;13.40;2.46;9.31;1
04/03/2018;4.24;0.20;2.26;12.42;1
05/03/2018;3.66;0.80;1.85;9.69;1
06/03/2018;3.80;0.23;1.61;8.76;1
07/03/2018;3.82;5.88;1.55;7.72;1
08/03/2018;3.34;0.88;1.49;7.51;1
09/03/2018;4.16;0.10;1.42;6.81;1
10/03/2018;3.73;0.20;1.37;6.27;1
11/03/2018;3.99;0.10;1.56;5.93;1
12/03/2018;3.81;0.00;1.45;5.80;1
13/03/2018;3.44;12.28;1.34;5.64;1
14/03/2018;4.09;0.10;1.42;5.72;1
15/03/2018;4.17;19.63;1.48;9.07;1
16/03/2018;3.97;3.38;1.86;10.41;1
17/03/2018;4.24;0.13;1.76;9.19;1
18/03/2018;3.51;0.00;1.55;9.41;1
19/03/2018;3.64;0.00;1.37;7.58;1
20/03/2018;3.92;26.70;1.34;7.05;1
21/03/2018;3.80;11.53;1.84;16.77;1
22/03/2018;3.44;8.53;2.91;27.27;1
23/03/2018;3.76;0.00;2.35;17.09;1
24/03/2018;4.13;0.50;1.75;12.64;1
25/03/2018;4.28;0.10;1.54;10.07;1
26/03/2018;4.00;0.10;1.42;8.22;1
27/03/2018;3.73;2.70;1.40;7.50;1
28/03/2018;4.08;16.40;1.66;8.21;1
29/03/2018;3.91;0.63;2.67;17.13;1
30/03/2018;3.37;0.10;2.12;14.01;1
31/03/2018;3.93;2.35;1.65;11.95;1
01/04/2018;3.98;9.48;1.50;10.47;1
02/04/2018;3.71;2.33;1.47;9.37;1
03/04/2018;3.91;8.80;1.49;8.78;1
04/04/2018;3.84;0.10;2.00;10.09;1
05/04/2018;4.14;0.10;1.60;10.93;1
06/04/2018;3.66;0.00;1.42;9.15;1
07/04/2018;3.64;0.13;1.33;7.81;1
08/04/2018;3.76;0.00;1.26;7.06;1
09/04/2018;3.84;0.00;1.22;6.54;1
10/04/2018;3.60;0.00;1.18;6.07;1
11/04/2018;4.03;0.00;1.15;5.73;1
12/04/2018;3.60;0.00;1.12;5.45;1
13/04/2018;3.46;0.00;1.10;5.25;1
14/04/2018;3.33;0.00;1.09;5.08;1
15/04/2018;2.75;0.00;1.08;4.83;1
16/04/2018;3.24;0.00;1.07;4.72;1
17/04/2018;3.48;0.00;1.07;4.59;1

